latitude,longitude,altitude,geometry,coordinates,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,area_name,centroid_lat,centroid_lon
,,,Polygon,"55.50617346017904,25.31998050109302,55.496718257884844,25.306559411239334,55.49261685714233,25.3011308451329,55.488687477413535,25.2957021702971,55.50099826519425,25.289656097487086,55.50715339620104,25.286729676227342,55.51296500369302,25.283841921619274,55.52295682674818,25.27891963371103,55.543041174670975,25.307438465904767,55.54372781862286,25.313568165029796,55.50877144389501,25.319403628903846,55.50747245594882,25.319769654652006,55.50617346017904,25.31998050109302",0.6556554219680168,0.10859652303561812,-0.037497778567620405,0.09989356126701578,muwaileh_suburb,25.301443248257815,55.51703624408665
,,,Polygon,"55.378557661304534,25.35646371010576,55.378257253894866,25.354214395757126,55.3816475660897,25.348978760663243,55.38452289415366,25.353089722891177,55.37920139146811,25.357278106706648,55.378557661304534,25.35646371010576",0.5378885546483312,0.07196512229212784,-0.0126178390137781,0.07563281436150862,jubail,25.353297902413775,55.3810816625456
,,,Polygon,"55.426873840190524,25.355515390381203,55.41241136918222,25.35345996796896,55.411381400920504,25.35256798133378,55.40520159135019,25.343686538146873,55.42341648951572,25.33319104120925,55.435713609996306,25.35031081886124,55.43129382298869,25.352961639023945,55.42886927820643,25.354839645041856,55.426873840190524,25.355515390381203",0.6508557457212714,0.09089151735925692,-0.05686052162643771,0.09064318535663973,halwan,25.345871897368642,55.420673671701934
,,,Polygon,"55.435941050577874,25.350262837884706,55.423731635142076,25.332848057847183,55.45154077820849,25.316427774544476,55.46501619629931,25.334194010356264,55.455283416802295,25.341261358238825,55.44742990880669,25.345178660226303,55.441717788992214,25.3478178214229,55.435941050577874,25.350262837884706",0.6574758214693338,0.10666778792758715,-0.058315334773218146,0.11917038865227145,mughaider_suburb,25.33374921278311,55.44445451967561
,,,Polygon,"55.38247146894855,25.348937055797354,55.37453998669653,25.33761991227408,55.36997993944833,25.331160920226967,55.370044312464685,25.33067605633605,55.370366177546465,25.33048211023586,55.372683606135325,25.329803296437966,55.37433584688851,25.32904689943617,55.37558039187142,25.328002482138896,55.377790532099695,25.324536542298365,55.37947495936105,25.321142268555217,55.38074095387005,25.316060084453547,55.38147051472213,25.315245410411713,55.382371736951114,25.314779879927748,55.38829763287141,25.321051788314303,55.394863680539856,25.328139899386592,55.39437015408112,25.328915696933883,55.39437015408112,25.32973027900756,55.39394100063875,25.330409093214925,55.39153774136139,25.334249170475005,55.38944303775752,25.33731920477141,55.38888513828242,25.33834705749174,55.38852035785639,25.34030577152136,55.38757622028314,25.342594129926248,55.3869883468614,25.344776607551147,55.38630170135359,25.346134063354004,55.38527173309187,25.347200625083495,55.384906952665844,25.34758846338062,55.38387698440413,25.348461095002072,55.38325471191267,25.34895558345949,55.38308305053572,25.348907104288365,55.38247146894855,25.348937055797354",0.6310246561764341,0.0764031759348196,-0.093558536181487,0.12923913648946642,majaz,25.331947888797444,55.38303623025247
,,,Polygon,"55.4650605715286,25.334037373488094,55.43728119745151,25.29658264012932,55.45611526692536,25.281982391570253,55.461436769610906,25.278257075559942,55.472165605670476,25.27414357291932,55.506326219684155,25.32031545284715,55.48077909575914,25.327330473527905,55.4650605715286,25.334037373488094",0.6608470181503889,0.12362531830341215,-0.05892978098893655,0.1307890322573486,zahia,25.30510404117923,55.47033213998739
,,,Polygon,"55.41448703414581,25.337873888490357,55.40520192662123,25.34328672266481,55.39548838725276,25.328529810968305,55.43686474958704,25.296831180451765,55.45107814672561,25.316491572463836,55.41448703414581,25.337873888490357",0.6661836385192992,0.04963706765633782,-0.06426332288401254,0.07693414801945676,industrial,25.320547703787728,55.42331893599669
,,,Polygon,"55.48832894797369,25.29533364323639,55.47262177069754,25.274034113350794,55.509798436952735,25.25998330269536,55.5228076591003,25.278628659314535,55.48909868902664,25.295052763295374,55.48832894797369,25.29533364323639",0.6432805755395683,0.1066309049789952,-0.054506590666191665,0.10293324876317135,noaf,25.27717590237974,55.497937737619246
,,,Polygon,"55.39153082247607,25.351909774811432,55.391101669033674,25.351948557186965,55.390479396542226,25.35349984200903,55.388483833035146,25.354430603349556,55.38702471133105,25.355419529423433,55.38532955523363,25.353112022669254,55.38482529993883,25.352293720136345,55.38394552465552,25.350897545469238,55.383226703365956,25.349375319960874,55.385522674282704,25.347290705289094,55.386777948101674,25.345719948638063,55.38871986742846,25.340260925856835,55.38987858172289,25.337080422473438,55.390522311886464,25.337080422473438,55.39191705000242,25.337972524184295,55.393011401852284,25.33913612323962,55.398247073849355,25.346854386043233,55.39813978689931,25.347630061156583,55.397925208767575,25.34856087013323,55.39153082247607,25.351909774811432",0.6292803970223325,0.07430681040603507,-0.03753351206434316,0.1260706479646401,qasmiyah,25.346731908581635,55.39069921236536
,,,Polygon,"55.394992263556745,25.341513276706884,55.393108930012794,25.338724814635665,55.390345929242734,25.336537513969564,55.39549678382679,25.328994760903228,55.40483172521696,25.343308612356317,55.404724436856355,25.343696463132513,55.39884503469571,25.347012536500383,55.394992263556745,25.341513276706884",0.5283941331327566,0.0405205073059182,-0.04164289788933257,0.054179876010389406,abushagarah,25.338615922866975,55.39752058841496
,,,Polygon,"55.40409464308218,25.356570252189208,55.402764197493525,25.35466994357772,55.401476713775935,25.352536932735934,55.400167819041805,25.350481469942675,55.39864439436393,25.348542342097396,55.399030632462065,25.34730126495691,55.40482420393423,25.34392702210611,55.4053391880651,25.34421790881781,55.41122049521039,25.35306368210631,55.40409464308218,25.356570252189208",0.6147530630289251,0.06463472752331316,-0.03067907618062737,0.06748178856783878,yarmouk,25.350297790979663,55.40471534230419
,,,Polygon,"55.39508918181544,25.360105891996138,55.391032284438374,25.3537593786854,55.39146143788075,25.35224687947278,55.3976841627953,25.348853382916666,55.39843518131947,25.348678857662133,55.400226499496625,25.35090612671075,55.40171747229473,25.35324972565342,55.40360574744122,25.3565849275272,55.39867048285382,25.360152716048322,55.39712553046123,25.361005867268183,55.39508918181544,25.360105891996138",0.6127632418634333,0.06667198851644814,-0.03127858057435522,0.08322776308213986,mussalla,25.354871701744845,55.39720632233019
,,,Polygon,"55.38992681456653,25.36008120076513,55.387051486502564,25.35576008888063,55.388553523550904,25.354654821144162,55.39072074843494,25.353680431996874,55.39412395247983,25.35886473374024,55.394832055659755,25.360222031403207,55.391055505366786,25.36237428645348,55.38992681456653,25.36008120076513",0.43379355687047993,0.051267228984620834,-0.041808243462845326,0.07151457109931857,ghuwair,25.357937311688243,55.39096831999655
