latitude,longitude,altitude,geometry,DNB_BRDF_Corrected_NTL_max,DNB_BRDF_Corrected_NTL_mean,DNB_BRDF_Corrected_NTL_min,area_name,centroid_lat,centroid_lon,color_max,color_min,year
25.30144324825989,55.517036244088814,,Point,203.2908058166504,115.46939506966936,31.285677228655135,muwaileh_suburb,25.301443248259893,55.517036244088814,380.1052983601888,57.797127859933035,2024
25.353297902413775,55.3810816625456,,Point,380.1052983601888,256.52011298858247,177.13653055826822,jubail,25.353297902413775,55.3810816625456,380.1052983601888,57.797127859933035,2024
25.34587189736678,55.42067367170766,,Point,286.93671162923175,154.74176471224118,117.54144371880426,halwan,25.34587189736678,55.420673671707654,380.1052983601888,57.797127859933035,2024
25.333749212786348,55.44445451967808,,Point,189.92888768513996,139.3765034012226,111.53975023542132,mughaider_suburb,25.333749212786348,55.44445451967808,380.1052983601888,57.797127859933035,2024
25.331947888796464,55.38303623025202,,Point,380.1052983601888,168.70861638891927,103.59201507568359,majaz,25.331947888796464,55.38303623025202,380.1052983601888,57.797127859933035,2024
25.30510404117923,55.4703321399874,,Point,371.8876647949219,138.89893644478266,57.797127859933035,zahia,25.30510404117923,55.47033213998739,380.1052983601888,57.797127859933035,2024
25.320547703787728,55.4233189359967,,Point,209.58659640225497,124.09271315193219,78.74470520019531,industrial,25.320547703787728,55.42331893599669,380.1052983601888,57.797127859933035,2024
25.27717590238138,55.497937737616695,,Point,159.4582265218099,111.42238918470946,60.31295585632324,noaf,25.27717590238138,55.497937737616695,380.1052983601888,57.797127859933035,2024
25.346731908581727,55.39069921237358,,Point,380.1052983601888,213.65617278533014,126.53597831726074,qasmiyah,25.346731908581727,55.39069921237358,380.1052983601888,57.797127859933035,2024
25.33861592287075,55.39752058841001,,Point,208.85711288452148,160.4622597944607,126.53597831726074,abushagarah,25.33861592287075,55.39752058841001,380.1052983601888,57.797127859933035,2024
25.35029779098953,55.40471534231322,,Point,277.77106323242185,182.2339400789458,130.92333730061847,yarmouk,25.35029779098953,55.40471534231322,380.1052983601888,57.797127859933035,2024
25.354871701733686,55.39720632231769,,Point,277.77106323242185,218.52984596201554,183.16016006469727,mussalla,25.35487170173369,55.397206322317686,380.1052983601888,57.797127859933035,2024
25.357937311682637,55.39096832002372,,Point,307.49720255533856,216.54293681809256,197.14937210083008,ghuwair,25.357937311682633,55.390968320023724,380.1052983601888,57.797127859933035,2024
